utimesec    5552.526951
stimesec    27.390784
ru_maxrss   233095168
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   57059
ru_majflt   88
ru_nswap    0
ru_inblock  214
ru_oublock  3
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    238
ru_nivcsw   1451253
