43 -13 43
12 -33 48
-5 -54 53
-4 -57 47
18 -34 60
4 -4 46
0 -16 67
-8 -7 65
1 -3 64
21 -52 56
18 -54 59
12 -64 48
11 -79 31
-6 -29 30
-6 -33 29
-6 -34 28
-7 -35 29
-7 -37 26
12 -46 -7
14 -16 -17
14 -13 -18
16 -10 -15
11 -3 -20
0 -45 32
-39 -16 20
-67 -16 -1
info
numpoints 26
useRealRAS 0
