utimesec    43.557018
stimesec    0.349386
ru_maxrss   173035520
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   42058
ru_majflt   430
ru_nswap    0
ru_inblock  11
ru_oublock  8
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    15
ru_nivcsw   17274
