utimesec    2526.213506
stimesec    6.532892
ru_maxrss   237199360
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   64159
ru_majflt   67
ru_nswap    0
ru_inblock  35
ru_oublock  5
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    39
ru_nivcsw   369081
